1,32000,-32624,-32640,10,16,22346
2,32000,-32516,-32624,11,108,22360
3,32000,-32252,-32516,11,264,22374
4,32000,-31824,-32252,10,428,22390
5,32000,-31340,-31824,11,484,22406
6,32000,-30828,-31340,10,512,22420
7,32000,-30360,-30828,10,468,22432
8,32000,-29876,-30360,10,484,22444
9,32000,-29312,-29876,11,564,22458
10,32000,-28688,-29312,10,624,22472
11,32000,-27984,-28688,11,704,22488
12,32000,-27448,-27984,10,536,22500
13,32000,-26908,-27448,10,540,22512
14,32000,-26260,-26908,11,648,22526
15,32000,-25636,-26260,11,624,22540
16,32000,-24976,-25636,10,660,22554
17,32000,-24436,-24976,10,540,22566
18,32000,-23896,-24436,10,540,22578
19,32000,-23344,-23896,10,552,22590
20,32000,-22588,-23344,11,756,22606
21,32000,-21784,-22588,11,804,22624
22,32000,-21136,-21784,10,648,22638
23,32000,-20488,-21136,11,648,22652
24,32000,-19920,-20488,10,568,22664
25,32000,-19412,-19920,10,508,22676
26,32000,-18856,-19412,10,556,22688
27,32000,-18224,-18856,11,632,22702
28,32000,-17656,-18224,10,568,22714
29,32000,-17132,-17656,10,524,22726
30,32000,-16496,-17132,10,636,22740
31,32000,-15764,-16496,11,732,22756
32,32000,-15128,-15764,10,636,22770
33,32000,-14564,-15128,10,564,22782
34,32000,-14024,-14564,10,540,22794
35,32000,-13404,-14024,11,620,22808
36,32000,-12728,-13404,10,676,22822
37,32000,-12092,-12728,10,636,22836
38,32000,-11540,-12092,10,552,22848
39,32000,-11000,-11540,10,540,22860
40,32000,-10324,-11000,11,676,22874
41,32000,-9564,-10324,10,760,22890
42,32000,-8820,-9564,11,744,22906
43,32000,-8168,-8820,11,652,22920
44,32000,-7480,-8168,11,688,22934
45,32000,-6928,-7480,10,552,22946
46,32000,-6376,-6928,10,552,22958
47,32000,-5700,-6376,11,676,22972
48,32000,-4952,-5700,11,748,22988
49,32000,-4276,-4952,11,676,23002
50,32000,-3708,-4276,10,568,23014
51,32000,-3128,-3708,10,580,23026
52,32000,-2468,-3128,11,660,23040
53,32000,-1708,-2468,11,760,23056
54,32000,-948,-1708,11,760,23072
55,32000,-188,-948,11,760,23088
56,32000,473,-188,11,661,23102
57,32000,1037,473,10,564,23114
58,32000,1617,1037,10,580,23126
59,32000,2337,1617,11,720,23142
60,32000,3014,2337,10,677,23156
61,32000,3650,3014,10,636,23170
62,32000,4326,3650,10,676,23184
63,32000,4862,4326,10,536,23196
64,32000,5486,4862,11,624,23210
65,32000,6162,5486,11,676,23224
66,32000,6894,6162,11,732,23240
67,32000,7530,6894,10,636,23254
68,32000,8082,7530,10,552,23266
69,32000,8647,8082,10,565,23278
70,32000,9271,8647,11,624,23292
71,32000,10015,9271,11,744,23308
72,32000,10663,10015,10,648,23322
73,32000,11287,10663,10,624,23336
74,32000,11867,11287,10,580,23348
75,32000,12391,11867,10,524,23360
76,32000,12955,12391,10,564,23372
77,32000,13660,12955,11,705,23388
78,32000,14284,13660,11,624,23404
79,32000,14768,14284,10,484,23416
80,32000,15220,14768,10,452,23428
81,32000,15692,15220,10,472,23440
82,32000,16272,15692,11,580,23456
83,32000,16756,16272,11,484,23470
84,32000,17168,16756,10,412,23482
85,32000,17568,17168,10,400,23494
86,32000,17956,17568,10,388,23506
87,32000,18396,17956,10,440,23520
88,32000,18744,18396,11,348,23532
89,32000,19117,18744,11,373,23544
90,32000,19449,19117,10,332,23556
91,32000,19889,19449,11,440,23572
92,32000,20317,19889,10,428,23588
93,32000,20677,20317,11,360,23602
94,32000,20981,20677,10,304,23614
95,32000,21269,20981,11,288,23626
96,32000,21589,21269,11,320,23640
97,32000,21949,21589,11,360,23656
98,32000,22253,21949,11,304,23670
99,32000,22501,22253,11,248,23682
100,32000,22749,22501,11,248,23694
101,32000,22969,22749,10,220,23706
102,32000,23217,22969,11,248,23720
103,32000,23413,23217,10,196,23732
104,32000,23605,23413,10,192,23744
105,32000,23797,23605,10,192,23756
106,32000,24045,23797,11,248,23772
107,32000,24241,24045,11,196,23786
108,32000,24405,24241,11,164,23798
109,32000,24545,24405,10,140,23810
110,32000,24682,24545,10,137,23822
111,32000,24834,24682,11,152,23836
112,32000,24958,24834,10,124,23848
113,32000,25070,24958,11,112,23860
114,32000,25166,25070,11,96,23872
115,32000,25306,25166,10,140,23888
116,32000,25402,25306,11,96,23902
117,32000,25470,25402,10,68,23914
118,32000,25538,25470,10,68,23926
119,32000,25594,25538,13,56,23940
120,32000,25650,25594,10,56,23954
121,32000,25690,25650,11,40,23966
122,32000,25718,25690,13,28,23980
123,32000,25746,25718,15,28,23996
