1,31000,32611,32651,11,40,24290
2,31000,32515,32611,10,96,24302
3,31000,32251,32515,10,264,24316
4,31000,31907,32251,11,344,24330
5,31000,31423,31907,11,484,24346
6,31000,30871,31423,10,552,24362
7,31000,30219,30871,11,652,24378
8,31000,29586,30219,10,633,24394
9,31000,28910,29586,11,676,24410
10,31000,28202,28910,10,708,24426
11,31000,27486,28202,11,716,24442
12,31000,26962,27486,11,524,24454
13,31000,26422,26962,10,540,24466
14,31000,25758,26422,10,664,24480
15,31000,25026,25758,11,732,24496
16,31000,24297,25026,11,729,24512
17,31000,23661,24297,11,636,24526
18,31000,22929,23661,11,732,24542
19,31000,22293,22929,10,636,24556
20,31000,21629,22293,11,664,24570
21,31000,21065,21629,10,564,24582
22,31000,20457,21065,11,608,24596
23,31000,19725,20457,11,732,24612
24,31000,18964,19725,11,761,24628
25,31000,18244,18964,11,720,24644
26,31000,17512,18244,11,732,24660
27,31000,16796,17512,11,716,24676
28,31000,16064,16796,11,732,24692
29,31000,15400,16064,11,664,24706
30,31000,14848,15400,10,552,24718
31,31000,14212,14848,11,636,24732
32,31000,13631,14212,10,581,24744
33,31000,12999,13631,10,632,24758
34,31000,12419,12999,11,580,24770
35,31000,11879,12419,11,540,24782
36,31000,11327,11879,10,552,24794
37,31000,10651,11327,11,676,24808
38,31000,10055,10651,10,596,24820
39,31000,9519,10055,11,536,24832
40,31000,8967,9519,10,552,24844
41,31000,8275,8967,11,692,24858
42,31000,7694,8275,10,581,24870
43,31000,7142,7694,10,552,24882
44,31000,6450,7142,11,692,24896
45,31000,5678,6450,11,772,24912
46,31000,5014,5678,10,664,24926
47,31000,4282,5014,11,732,24942
48,31000,3594,4282,10,688,24956
49,31000,3026,3594,10,568,24968
50,31000,2253,3026,11,773,24984
51,31000,1685,2253,10,568,24996
52,31000,1037,1685,10,648,25010
53,31000,361,1037,10,676,25024
54,31000,-204,361,11,565,25036
55,31000,-756,-204,11,552,25048
56,31000,-1416,-756,10,660,25062
57,31000,-2080,-1416,11,664,25076
58,31000,-2716,-2080,10,636,25090
59,31000,-3408,-2716,11,692,25104
60,31000,-3944,-3408,10,536,25116
61,31000,-4592,-3944,10,648,25130
62,31000,-5228,-4592,10,636,25144
63,31000,-5976,-5228,11,748,25160
64,31000,-6708,-5976,11,732,25176
65,31000,-7440,-6708,11,732,25192
66,31000,-8072,-7440,10,632,25206
67,31000,-8600,-8072,11,528,25218
68,31000,-9232,-8600,10,632,25232
69,31000,-9800,-9232,10,568,25244
70,31000,-10532,-9800,11,732,25260
71,31000,-11152,-10532,10,620,25274
72,31000,-11692,-11152,11,540,25286
73,31000,-12340,-11692,10,648,25300
74,31000,-12932,-12340,11,592,25314
75,31000,-13528,-12932,10,596,25328
76,31000,-14176,-13528,11,648,25344
77,31000,-14812,-14176,10,636,25360
78,31000,-15404,-14812,11,592,25376
79,31000,-15984,-15404,10,580,25392
80,31000,-16564,-15984,10,580,25408
81,31000,-17008,-16564,10,444,25422
82,31000,-17420,-17008,10,412,25434
83,31000,-17796,-17420,10,376,25446
84,31000,-18292,-17796,11,496,25462
85,31000,-18748,-18292,10,456,25478
86,31000,-19204,-18748,11,456,25494
87,31000,-19644,-19204,11,440,25510
88,31000,-20004,-19644,10,360,25524
89,31000,-20308,-20004,11,304,25536
90,31000,-20640,-20308,11,332,25550
91,31000,-21000,-20640,11,360,25564
92,31000,-21344,-21000,11,344,25580
93,31000,-21648,-21344,10,304,25594
94,31000,-21924,-21648,10,276,25608
95,31000,-22200,-21924,10,276,25622
96,31000,-22436,-22200,11,236,25634
97,31000,-22684,-22436,10,248,25648
98,31000,-22972,-22684,11,288,25664
99,31000,-23180,-22972,10,208,25678
100,31000,-23428,-23180,11,248,25694
101,31000,-23636,-23428,11,208,25708
102,31000,-23816,-23636,10,180,25722
103,31000,-24008,-23816,11,192,25736
104,31000,-24148,-24008,10,140,25748
105,31000,-24328,-24148,11,180,25764
106,31000,-24464,-24328,11,136,25778
107,31000,-24604,-24464,11,140,25794
108,31000,-24740,-24604,10,136,25810
109,31000,-24852,-24740,10,112,25826
110,31000,-24948,-24852,10,96,25842
111,31000,-25016,-24948,10,68,25856
112,31000,-25072,-25016,12,56,25870
113,31000,-25128,-25072,14,56,25886
114,31000,-25168,-25128,11,40,25900
115,31000,-25196,-25168,11,28,25914
116,31000,-25208,-25196,12,12,25930
