1,0,113,125,7280,12,12888
2,0,97,113,19,16,12910
3,0,85,97,23,12,12936
4,0,69,85,13,16,12952
5,0,57,69,22,12,12976
6,0,45,57,10,12,12988
7,0,29,45,18,16,13008
8,0,17,29,11,12,13020
9,0,1,17,14,16,13036
10,0,-24,1,20,25,13058
11,0,-52,-24,20,28,13080
12,0,-80,-52,14,28,13096
13,0,-104,-80,14,24,13112
14,0,-132,-104,12,28,13126
15,0,-160,-132,14,28,13142
16,0,-188,-160,10,28,13154
17,0,-216,-188,14,28,13172
18,0,-244,-216,11,28,13186
19,0,-272,-244,11,28,13200
20,0,-300,-272,14,28,13216
21,0,-328,-300,15,28,13232
22,0,-356,-328,12,28,13246
23,0,-380,-356,17,24,13264
24,0,-408,-380,12,28,13278
25,0,-436,-408,20,28,13300
26,0,-464,-436,20,28,13322
27,0,-492,-464,18,28,13344
28,0,-520,-492,21,28,13368
29,0,-548,-520,24,28,13394
30,0,-576,-548,28,28,13424
31,0,-588,-576,10,12,13438
32,0,-604,-588,40,16,13482
33,0,-616,-604,533,12,14018
34,0,-632,-616,72,16,14094
35,0,-644,-632,47,12,14144
36,0,-660,-644,171,16,14318
37,0,-672,-660,28,12,14350
38,0,-684,-672,29,12,14384
39,0,-700,-684,12,16,14400
40,0,-712,-700,24,12,14426
41,0,-728,-712,11,16,14440
42,0,-740,-728,19,12,14462
43,0,-756,-740,11,16,14476
44,0,-768,-756,20,12,14498
45,0,-796,-768,27,28,14528
46,0,-824,-796,29,28,14560
47,0,-852,-824,23,28,14586
48,0,-880,-852,20,28,14610
49,0,-908,-880,20,28,14632
50,0,-936,-908,22,28,14656
51,0,-960,-936,21,24,14680
52,0,-988,-960,22,28,14704
53,0,-1016,-988,18,28,14726
54,0,-1044,-1016,19,28,14748
55,0,-1072,-1044,17,28,14768
56,0,-1100,-1072,15,28,14786
57,0,-1128,-1100,12,28,14802
58,0,-1156,-1128,10,28,14816
59,0,-1184,-1156,12,28,14830
60,0,-1212,-1184,10,28,14842
61,0,-1240,-1212,11,28,14856
62,0,-1280,-1240,14,40,14874
63,0,-1320,-1280,17,40,14894
64,0,-1364,-1320,15,44,14912
65,0,-1404,-1364,16,40,14930
66,0,-1432,-1404,10,28,14942
67,0,-1460,-1432,10,28,14954
68,0,-1500,-1460,13,40,14970
69,0,-1540,-1500,15,40,14988
70,0,-1584,-1540,13,44,15004
71,0,-1624,-1584,15,40,15022
72,0,-1668,-1624,13,44,15038
73,0,-1692,-1668,10,24,15050
74,0,-1736,-1692,17,44,15068
75,0,-1776,-1736,14,40,15086
76,0,-1804,-1776,10,28,15100
77,0,-1832,-1804,10,28,15112
78,0,-1844,-1832,10,12,15123
79,0,-1872,-1844,12,28,15138
80,0,-1916,-1872,13,44,15156
81,0,-1956,-1916,16,40,15176
82,0,-1984,-1956,12,28,15190
83,0,-2024,-1984,13,40,15206
84,0,-2068,-2024,11,44,15222
85,0,-2108,-2068,10,40,15236
86,0,-2148,-2108,11,40,15252
87,0,-2204,-2148,15,56,15272
88,0,-2260,-2204,13,56,15290
89,0,-2300,-2260,10,40,15304
90,0,-2344,-2300,11,44,15318
91,0,-2396,-2344,15,52,15336
92,0,-2452,-2396,12,56,15352
93,0,-2508,-2452,11,56,15368
94,0,-2564,-2508,12,56,15384
95,0,-2620,-2564,11,56,15398
96,0,-2676,-2620,14,56,15414
97,0,-2728,-2676,10,52,15426
98,0,-2784,-2728,10,56,15438
99,0,-2852,-2784,11,68,15452
100,0,-2924,-2852,13,72,15468
101,0,-2992,-2924,10,68,15482
102,0,-3060,-2992,13,68,15496
103,0,-3116,-3060,11,56,15508
104,0,-3184,-3116,11,68,15522
105,0,-3268,-3184,12,84,15538
106,0,-3352,-3268,11,84,15554
107,0,-3420,-3352,10,68,15568
108,0,-3504,-3420,13,84,15584
109,0,-3572,-3504,10,68,15596
110,0,-3640,-3572,13,68,15610
111,0,-3708,-3640,10,68,15622
112,0,-3792,-3708,11,84,15636
113,0,-3876,-3792,11,84,15650
114,0,-3944,-3876,12,68,15664
115,0,-4012,-3944,10,68,15676
116,0,-4084,-4012,13,72,15690
117,0,-4152,-4084,10,68,15702
118,0,-4220,-4152,11,68,15716
119,0,-4288,-4220,11,68,15730
120,0,-4360,-4288,12,72,15744
121,0,-4428,-4360,11,68,15758
122,0,-4484,-4428,11,56,15770
123,0,-4552,-4484,10,68,15784
124,0,-4620,-4552,11,68,15798
125,0,-4676,-4620,10,56,15810
126,0,-4744,-4676,13,68,15826
127,0,-4816,-4744,11,72,15840
128,0,-4884,-4816,13,68,15856
129,0,-4952,-4884,11,68,15872
130,0,-5008,-4952,10,56,15886
131,0,-5076,-5008,12,68,15902
132,0,-5144,-5076,12,68,15918
133,0,-5216,-5144,13,72,15936
134,0,-5284,-5216,11,68,15952
135,0,-5352,-5284,10,68,15968
136,0,-5424,-5352,10,72,15982
137,0,-5476,-5424,12,52,15996
138,0,-5532,-5476,11,56,16010
139,0,-5588,-5532,10,56,16022
140,0,-5644,-5588,10,56,16036
141,0,-5700,-5644,10,56,16050
142,0,-5752,-5700,13,52,16066
143,0,-5808,-5752,10,56,16078
144,0,-5852,-5808,10,44,16090
145,0,-5904,-5852,12,52,16104
146,0,-5960,-5904,12,56,16120
147,0,-6016,-5960,15,56,16138
148,0,-6072,-6016,10,56,16152
149,0,-6112,-6072,11,40,16166
150,0,-6168,-6112,11,56,16180
151,0,-6224,-6168,11,56,16194
152,0,-6264,-6224,11,40,16208
153,0,-6320,-6264,13,56,16224
154,0,-6376,-6320,10,56,16238
155,0,-6432,-6376,12,56,16254
156,0,-6484,-6432,12,52,16270
157,0,-6540,-6484,11,56,16286
158,0,-6596,-6540,11,56,16302
159,0,-6636,-6596,10,40,16316
160,0,-6680,-6636,10,44,16330
161,0,-6720,-6680,15,40,16346
162,0,-6748,-6720,10,28,16358
163,0,-6776,-6748,10,28,16370
164,0,-6804,-6776,11,28,16386
165,0,-6832,-6804,27,28,16418
166,0,-6816,-6832,109,-16,16532
167,0,-6804,-6816,27,-12,16562
168,0,-6788,-6804,29,-16,16594
169,0,-6776,-6788,16,-12,16612
170,0,-6760,-6776,24,-16,16638
171,0,-6748,-6760,19,-12,16662
